Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Currency,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Justification,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2019 SUPPLY OF GLUED INSULATED JOINTS AND RAIL WELDING EQUIPMENT (THERMIT),7/01/2020,"7,965,000.00",AUD,Thermit Australia Pty Ltd,PO Box 76 Somersby NSW 2250,YES,NO,OPEN,,,,,,,,CW2278181,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2019 FENCING PANEL - FENCEPAC COMMERCIAL,8/01/2019,"7,000,000.00",AUD,Fencepac Commercial Pty Ltd,PO Box 1097 Kunda Park QLD 4556,YES,NO,OPEN,,,,,,,,CW2270887,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2019 FENCING PANEL - RYNO FENCING,8/01/2019,"7,000,000.00",AUD,Ryno Fencing,PO Box 3386 Bracken Ridge QLD 4017,YES,NO,OPEN,,,,,,,,CW2270894,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 - SUPPLY AND DELIVERY OF TRACK FASTENINGS - COLD FORGED,6/10/2022,"6,280,000.00",AUD,Cold Forged Products,19 Resolution Drive Caringbah NSW 2229,NO,NO,OPEN,,,,,,,,CW2302943,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2015 CON 5022 CITYTRAIN MAYNE DEPOT TRAIN SIMULATOR UPGRADE,3/11/2015,"5,721,446.89",AUD,Corys Tess,44 Rue Des Martyrs Grenoble Cedex F-38027  38027,YES,NO,LIMITED,Sole Source / Technical constraint,,,,,,,CW2286829,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 - NETWORK PROTECTION OFFICER SERVICES PANEL - SWETHA,17/10/2022,"5,000,000.00",AUD,Swetha International Pty Ltd,12 Railway Parade Burwood NSW 2134,NO,NO,OPEN,,,,,,,,CW2304297,,CW2304295,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 - NETWORK PROTECTION OFFICER SERVICES PANEL - QUANTUM,20/10/2022,"5,000,000.00",AUD,Quantum Safety Pty Ltd,365 Kent Street Sydney NSW 2000,NO,NO,OPEN,,,,,,,,CW2304518,,CW2304295,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 - NETWORK PROTECTION OFFICER SERVICES PANEL - THEE,25/10/2022,"5,000,000.00",AUD,THEE Labour Specialists Pty Ltd,PO Box 550 Slacks Creek QLD 4127,NO,NO,OPEN,,,,,,,,CW2304523,,CW2304295,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2019 SUPPLY OF TURNOUTS AND ASSOCIATED EQUIPMENT - SALIX PRODUCTS PTY LTD,17/10/2019,"5,000,000.00",AUD,Salix Products Pty Ltd,23-27 Waratah Street Kirrawee NSW 2232,NO,NO,OPEN,,,,,,,,CW2304772,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2018 FENCING PANEL - GREEN LEAF,9/01/2019,"4,000,000.00",AUD,Green Leaf Services,Po Box 62 Narangba QLD 4504,YES,NO,OPEN,,,,,,,,CW2270892,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 TRACTION POWER SUPERVISORY SYSTEM REPLACEMENT,24/10/2022,"3,629,000.00",AUD,Schneider Electric (Australia) Pty,2 Banfield Road MacQuarie Park NSW 2113,NO,NO,OPEN,,,,,,,,CW2302974,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 SUPPLY OF RETAIL ELECTRICITY FOR SMALL SITES,1/10/2022,"3,450,000.00",AUD,AGL Sales Pty Ltd,PO Box 478 Brisbane QLD 4001,NO,NO,LIMITED,Commodity market,,,,,,,CW2303171,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 IMU160-SMU260 ROUTER AND WAP UPGRADE,2/10/2022,"3,373,328.00",AUD,Nomad Digital Pty Ltd,PO Box 7612 Cloisters Square WA 6850,NO,NO,LIMITED,Sole Source / Technical constraint,,,,,,,CW2295872,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",GITC - 2021 WOG ICT SERVICES - NTT AUSTRALIA DIGITAL,30/06/2021,"3,200,000.00",AUD,NTT Australia Digital Pty Ltd,141 Queen Street BRISBANE QLD 4000,YES,NO,OPEN,,,,,,,,CW2292464,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 SUPPLY OF BRAKE BLOCKS AND DISC PADS,24/10/2022,"3,000,000.00",AUD,FIP Brakes International,PO Box 6503 Wetherill Park NSW 2164,NO,NO,LIMITED,Sole Source / Technical constraint,,,,,,,CW2300088,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 - SUPPLY AND DELIVERY OF TRACK FASTENINGS - AUSTRALIAN RAILWAY SUPPLY COMPANY,11/10/2022,"2,880,000.00",AUD,Australian Railway Supply,426 Johnston Street Abbotsford VIC 3067,NO,NO,OPEN,,,,,,,,CW2302945,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2018 FENCING PANEL - GRAZING PINES (KARMINDA),2/01/2019,"2,000,000.00",AUD,Grazing Pines,337 Pilerwa Road Mungar QLD 4650,YES,NO,OPEN,,,,,,,,CW2270900,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 IPSWICH EMBANKMENT EMERGENCY REPAIR WORKS,11/10/2022,"1,944,000.00",AUD,The Rix Group Pty Ltd,25 Bourke Street Woolloongabba QLD 4102,NO,NO,LIMITED,Urgency / Emergency,,,,,,,CW2304352,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2020 WOG LEGAL SERVICES PANEL - LAWYERS ON DEMAND,31/07/2020,"1,885,095.00",AUD,Lawyers On Demand Australia Pty Ltd,222 Level 2 Clarence Street Sydney NSW 2000,YES,NO,OPEN,,,,,,,,CW2285409,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2018 SIGNALLING DESIGN NCL CAPACITY IMPROVEMENT PROJECT,14/12/2018,"1,700,000.00",AUD,Triomf Professional Services,257 Leitchs Road Brendale QLD 4500,YES,NO,OPEN,,,,,,,,CW2268534,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","2021 CIVIL, STRUCTURAL, ENGINEERING AND INVESTIGATIVE SERVICES PANEL - DELLACORDA SPECIALIST SERVICES PTY LTD",10/02/2022,"1,000,000.00",AUD,Dellacorda Specialist Services Pty,42 Douglas Street Milton QLD 4064,YES,NO,OPEN,,,,,,,,CW2298871,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 IMU120-SMU220 COMPRESSOR AND AIR DRYER OVERHAULS STAGE 2 - KNORR BREMSE,14/10/2022,"975,475.54",AUD,Knorr-Bremse Australia Pty Ltd,PO Box 180 Granville NSW 2142,NO,NO,LIMITED,Sole Source / Technical constraint,,,,,,,CW2305061,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",GITC - 2021 SAP SOFTWARE LICENCE AND MAINTENANCE,25/06/2021,"927,044.89",AUD,SAP Australia Pty Ltd,168 Walker Street North Sydney NSW 2060,YES,NO,LIMITED,Sole Source / Technical constraint,,,,,,,CW2293205,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",REPLACEMENT OF THREE BACKHOES,4/10/2022,"801,626.00",AUD,Construction Equipment Australia,16 Kalamunda Road South Guilford WA 6055,NO,NO,OPEN,,,,,,,,CW2303773,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2021 PROGRAM DELIVERY MANAGER (BRYCE BARR),6/05/2021,"786,240.00",AUD,IDA Group Investment Pty Ltd,5 2481 Gold Coast Highway Mermaid Beach QLD 4218,YES,NO,LIMITED,Not practical to change supplier,,,,,,,CW2291943,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 SYSTEMS ENGINEERING SAFETY ASSURANCE (SESA) CONSULTANCY PANEL - AURECON,2/09/2022,"650,000.00",AUD,Aurecon Australasia Pty Ltd,32 Turbot Street Brisbane QLD 4001,NO,NO,OPEN,,,,,,,,CW2303181,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 CIVIL WORKS FOR NEW FREDERICK STREET PEDESTRIAN FOOTBRIDGE,30/09/2022,"513,360.00",AUD,Rail & Civil Group,81 Sherwood Road Rocklea QLD 4106,NO,NO,SELECTIVE,,,,,,,,CW2303942,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 - HSQ84846 CUA - COURIER AND FREIGHT SERVICES - FOLLOWMONT TRANSPORT PTY LTD,17/10/2022,"500,000.00",AUD,Followmont Transport Pty Ltd,PO Box 1597 Eagle Farm QLD 4009,NO,NO,OPEN,,,,,,,,CW2302633,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","QITC - 2019 GOVERNANCE, RISK AND COMPLIANCE (GRC) SYSTEM",5/11/2019,"497,768.00",AUD,Resolver Inc,111 Peter Street Toronto ON M5V 2H1,YES,NO,,,,,,,,,CW2277962,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 - SUPPLY AND DELIVERY OF TRACK FASTENINGS - WESTRAY ENGINEERING,30/08/2022,"480,000.00",AUD,Westray Engineering,9-11 Deadman Road Moorebank NSW 2170,NO,NO,,,,,,,,,CW2302947,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 SYSTEMS ENGINEERING SAFETY ASSURANCE (SESA) CONSULTANCY PANEL - AXESS ADVISORY,25/08/2022,"385,000.00",AUD,Axess Advisory Pty Ltd,6 Middlemiss Street Lavender Bay QLD 2060,YES,NO,,,,,,,,,CW2303183,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",QITC - 2020 COMPLEXABILITY COGNITIVE EDGE SENSEMAKER,27/10/2020,"370,000.00",AUD,Complexability Pty Ltd,5 Leslie Court King Scrub QLD 4521,YES,NO,,,,,,,,,CW2282784,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 SYSTEMS ENGINEERING SAFETY ASSURANCE (SESA) CONSULTANCY PANEL - 2XM PROJECTS,22/08/2022,"350,000.10",AUD,2XM Consult Pty Ltd,95 Pitt Street Sydney NSW 2000,NO,NO,,,,,,,,,CW2303175,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",REPLACEMENT OF ONE EXCAVATOR,25/10/2022,"320,000.00",AUD,Komatsu Australia Pty Ltd,453 Sherwood Road Sherwood QLD 4075,NO,NO,,,,,,,,,CW2303775,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 SYSTEMS ENGINEERING SAFETY ASSURANCE (SESA) CONSULTANCY PANEL - JVAT,12/08/2022,"300,000.00",AUD,JVAT,6 Gwynne Street Cremorne VIC 3121,NO,NO,,,,,,,,,CW2303202,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HBD AND HWD SOLAR SUPPLY,6/10/2022,"253,902.00",AUD,Valen Power,Po Box 74 Lake Cargelligo NSW 2672,NO,NO,,,,,,,,,CW2302658,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 SYSTEMS ENGINEERING SAFETY ASSURANCE (SESA) CONSULTANCY PANEL - SMEC,2/09/2022,"250,000.00",AUD,SMEC Australia Pty Ltd,PO Box 2211 Fortitude Valley QLD 4006,NO,NO,,,,,,,,,CW2303221,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2020 WOG GGS0060 TEMPORARY AND CONTRACTED WORKERS PREFERRED SUPPLIER PANEL (PSP) - JIGSAW TALENT MANAGEMENT,30/05/2020,"250,000.00",AUD,Jigsaw Talent Management,PO Box 760 Sydney NSW 2000,NO,NO,,,,,,,,,CW2304345,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 NCL PROTECTION RELAY AND SECONDARY SYSTEMS PROJECT,27/05/2022,"240,098.00",AUD,Schneider Electric (Australia) Pty,2 Banfield Road MacQuarie Park NSW 2113,YES,NO,,,,,,,,,CW2300921,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LIGHT INDUSTRY MACH,10/12/2022,"232,595.00",AUD,Comsteel,PO Box 14 Waratah NSW 2298,NO,NO,,,,,,,,,4502585828,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,24/10/2022,"206,360.00",AUD,Qld Crane & Electrical,PO Box 19 Tamborine QLD 4270,NO,NO,,,,,,,,,4502587426,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TC'S - 2022 WINSHUTTLE SOFTWARE,24/10/2022,"165,000.00",AUD,DXC Technology Australia Pty Limite,26 Talavara Road Macquarie Park NSW 2113,NO,NO,,,,,,,,,CW2304313,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 ELECTRICAL SERVICES - UNPLANNED MAINTENANCE - SEEAAC,21/10/2022,"163,375.93",AUD,South East Electrical,23-25 Scribbly Gum Court New Beith QLD 4124,NO,NO,,,,,,,,,CW2303342,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 ELECTRICAL SERVICES - UNPLANNED MAINTENANCE - SURE POWER,21/10/2022,"163,375.92",AUD,Sure Power,4 Manilla Street East Brisbane QLD 4169,NO,NO,,,,,,,,,CW2304395,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","2021 CIVIL, STRUCTURAL, ENGINEERING AND INVESTIGATIVE SERVICES PANEL - PITT AND SHERRY (OPERATIONS) PTY. LTD",21/02/2022,"151,000.00",AUD,Pitt & Sherry Operations Pty Ltd,PO Box 1409 Launceston TAS 7250,YES,NO,,,,,,,,,CW2298869,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 SYSTEMS ENGINEERING SAFETY ASSURANCE (SESA) CONSULTANCY PANEL - ARCH ARTIFEX,15/08/2022,"150,000.00",AUD,ARCH Artifex,570 George Street Sydney NSW 2000,NO,NO,,,,,,,,,CW2303179,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 SYSTEMS ENGINEERING SAFETY ASSURANCE (SESA) CONSULTANCY PANEL - NIRE GROUP,17/08/2022,"150,000.00",AUD,Nire Group,88 Claremont Parade Forest Lake QLD 4078,NO,NO,,,,,,,,,CW2303208,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",BULK FUEL,27/10/2022,"146,300.00",AUD,Ampol Australia Pty Ltd,PO Box 794 Lytton QLD 4178,NO,NO,,,,,,,,,4502588076,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 - TRAINING SERVICES ORDER - TAFE QUEENSLAND,20/10/2022,"142,800.00",AUD,TAFE Queensland,PO Box 1910 Carindale QLD 4152,NO,NO,,,,,,,,,CW2304808,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TC'S - 2022 MERIDIAN MAINTENANCE AGREEMENT,1/10/2022,"123,753.30",AUD,Onset Design Pty Ltd,203-205 Blackburn Road Mount Waverley VIC 3149,NO,NO,,,,,,,,,CW2297894,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 SAP REAL ESTATE PHASE 2 - REQUIREMENTS DEFINITION QGP0050-18,29/09/2022,"123,142.00",AUD,Deloitte Touche Tohmatsu,123 Eagle Street Brisbane QLD 4000,NO,NO,,,,,,,,,CW2303664,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,11/07/2022,"106,283.07",AUD,Penske Australia Pty Ltd,196 Viking Drive Wacol QLD 4076,YES,NO,,,,,,,,,4502551772,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,10/12/2022,"102,806.00",AUD,SKF Australia Pty Ltd,12 Navigator Place Hendra QLD 4011,NO,NO,,,,,,,,,4502585709,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 BHAB CATERING FACILITY ROOF EXTENSION,4/08/2022,"99,902.05",AUD,Ulex Constructions Pty Ltd,PO Box 1129 Eagle Farm QLD 4009,YES,NO,,,,,,,,,CW2302255,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,26/10/2022,"98,850.16",AUD,Customised Traffic Management,PO Box 256 Rocklea QLD 4106,NO,NO,,,,,,,,,4502587905,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,21/10/2022,"90,150.32",AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4502587366,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEGETATION MNGMENT,26/10/2022,"89,452.96",AUD,Tree Acq Pty Ltd,Po Box 165 Doonside NSW 2767,NO,NO,,,,,,,,,4502587939,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,10/06/2022,"79,347.95",AUD,Alloway Hydraulics,25 Everett Street Mt St John QLD 4818,NO,NO,,,,,,,,,4502584701,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,27/10/2022,"77,698.83",AUD,Aurizon Operations Limited,PO Box 456 Brisbane QLD 4001,NO,NO,,,,,,,,,4502588221,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,14/10/2022,"75,625.00",AUD,Forklift It Nq Pty Ltd,704-710 Ingham Road Bohle QLD 4818,NO,NO,,,,,,,,,4502586131,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,14/10/2022,"75,625.00",AUD,Forklift It Nq Pty Ltd,704-710 Ingham Road Bohle QLD 4818,NO,NO,,,,,,,,,4502586130,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,31/10/2022,"66,630.30",AUD,Origin Fencing Pty Ltd,PO Box 7157 Hemmant QLD 4174,NO,NO,,,,,,,,,4502595198,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,14/10/2022,"55,919.57",AUD,Southpoint BMS 718105996,PO Box 743 Morningside QLD 4170,NO,NO,,,,,,,,,4502586200,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,10/06/2022,"54,819.07",AUD,Classic Coachworks Pty Ltd,14A Hearne Street Mortdale NSW 2223,NO,NO,,,,,,,,,4502584762,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",18/10/2022,"53,806.50",AUD,Mt Marrow Blue Metal,237 Mt Marrow Quarry Road Haigslea QLD 4306,NO,NO,,,,,,,,,4502586519,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,24/10/2022,"49,364.17",AUD,Customised Traffic Management,PO Box 256 Rocklea QLD 4106,NO,NO,,,,,,,,,4502587565,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FURNITURE,13/10/2022,"48,994.00",AUD,Crown Furniture,PO Box 423 Emu Plains QLD 2750,NO,NO,,,,,,,,,4502585993,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,31/10/2022,"48,793.61",AUD,Track Protection Services Pty Ltd,PO Box 421 Mapleton QLD 4560,NO,NO,,,,,,,,,4502595113,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,20/10/2022,"48,604.60",AUD,Bretts Pty Limited,142 Newmarket Road Windsor QLD 4030,NO,NO,,,,,,,,,4502587136,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,25/10/2022,"47,206.01",AUD,Cummins South Pacific Pty Ltd,39-53 Ron Boyle Crescent Carole Park QLD 4300,NO,NO,,,,,,,,,4502587626,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",BULK FUEL,2/09/2022,"46,805.00",AUD,Ampol Australia Pty Ltd,PO Box 794 Lytton QLD 4178,YES,NO,,,,,,,,,4502572979,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,31/10/2022,"44,997.96",AUD,Track Protection Services Pty Ltd,PO Box 421 Mapleton QLD 4560,NO,NO,,,,,,,,,4502595117,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,21/10/2022,"43,117.80",AUD,Diverse Worx,PO Box 3050 South Brisbane QLD 4101,NO,NO,,,,,,,,,4502587235,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",rofessional Services - Digital terrain mapping,27/10/2022,"41,827.50",AUD,Skand Pty Ltd,63-85 Turner Street Port Melbourne VIC 3207,NO,NO,,,,,,,,,4502588101,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,10/07/2022,"40,700.00",AUD,Westray Engineering,9-11 Deadman Road Moorebank NSW 2170,NO,NO,,,,,,,,,4502585005,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 QUEENSLAND RAIL TRAVEL SAFETY COMMUNICATIONS CONCEPT TESTING,4/10/2022,"39,000.00",AUD,Fifty Five Five Pty Ltd,44 Bay Street Ultimo NSW 2007,NO,NO,,,,,,,,,CW2303961,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,27/10/2022,"38,500.00",AUD,Ventia Pty Ltd,Level 8 80 Pacific Highway North Sydney NSW 2060,NO,NO,,,,,,,,,4502588146,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,13/10/2022,"38,347.16",AUD,Joe Wagner Group Pty Ltd,15 Parker Street Drayton QLD 4350,NO,NO,,,,,,,,,4502586050,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,31/10/2022,"37,670.23",AUD,Track Protection Services Pty Ltd,PO Box 421 Mapleton QLD 4560,NO,NO,,,,,,,,,4502595119,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FREIGHT & CARTAGE,13/10/2022,"35,530.00",AUD,KH1 Pty Ltd,114 National Boulevard Campbellfield VIC 3061,NO,NO,,,,,,,,,4502586038,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,10/05/2022,"35,251.47",AUD,Delta Electronics (Australia),39 Herbert Street St Leonards NSW 2065,NO,NO,,,,,,,,,4502584565,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",2022 PROPERTY RESEARCH PROGRAM,6/10/2022,"35,094.00",AUD,TTG Engage,PO Box 10725 Brisbane QLD 4000,NO,NO,,,,,,,,,CW2303963,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FENCING CONTRACTS,10/05/2022,"35,090.00",AUD,Ryno Fencing,PO Box 3386 Bracken Ridge QLD 4017,NO,NO,,,,,,,,,4502584518,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HAND TOOLS,10/04/2022,"34,945.26",AUD,Dexion North Queensland,PO Box 2267 Cairns QLD 4870,NO,NO,,,,,,,,,4502584353,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,21/10/2022,"33,000.00",AUD,Westray Engineering,9-11 Deadman Road Moorebank NSW 2170,NO,NO,,,,,,,,,4502587236,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,21/10/2022,"33,000.00",AUD,Westray Engineering,9-11 Deadman Road Moorebank NSW 2170,NO,NO,,,,,,,,,4502587237,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,13/10/2022,"31,986.80",AUD,Customised Traffic Management,PO Box 256 Rocklea QLD 4106,NO,NO,,,,,,,,,4502585953,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,13/10/2022,"31,986.80",AUD,Customised Traffic Management,PO Box 256 Rocklea QLD 4106,NO,NO,,,,,,,,,4502585951,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",VEGETATION MNGMENT,26/10/2022,"31,277.40",AUD,Tree Acq Pty Ltd,Po Box 165 Doonside NSW 2767,NO,NO,,,,,,,,,4502587941,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,13/10/2022,"31,209.20",AUD,Equipped Civil & Earthmoving,68-104 Althaus Road Westbrook QLD 4350,NO,NO,,,,,,,,,4502586051,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,25/10/2022,"30,250.00",AUD,Business Writing Global,PO Box 4507 Robina Town Centre QLD 4230,NO,NO,,,,,,,,,4502587766,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,7/07/2022,"29,700.00",AUD,ERS Australia,10 Platinum Street Crestmead QLD 4132,YES,NO,,,,,,,,,4502551304,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,10/04/2022,"29,477.91",AUD,Penske Australia Pty Ltd,196 Viking Drive Wacol QLD 4076,NO,NO,,,,,,,,,4502584315,,,,,
