Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Currency,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Justification,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Commence date,Supplier ABN,Finish date
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,26/08/2021,17380,AUD,MacTrans Heavy Haulage Pty Ltd,144 Coulson Street Wacol QLD 4076,NO,NO,,,,,,,,,4502457027,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,18/08/2021,17300.8,AUD,Blue Ocean Industries Pty Ltd,1154 South Pine Road Arana Hills QLD 4054,NO,NO,,,,,,,,,4502453423,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,26/08/2021,17135.8,AUD,RMS Mors Smitt,6 Anzed Court Mulgrave VIC 3170,NO,NO,,,,,,,,,4502457836,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,24/08/2021,17116,AUD,Future Engineering,153 High Street Willetton WA 6155,NO,NO,,,,,,,,,4502454317,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",INSURANCE SPARE,2/08/2021,17050,AUD,G James Safety Glass (QLD) Pty Ltd,PO Box 1376 Eagle Farm QLD 4009,NO,NO,,,,,,,,,4502450926,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,30/08/2021,16937.77,AUD,Enzed Brisbane Central,352 Nudgee Road Hendra QLD 4011,NO,NO,,,,,,,,,4502459805,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,27/08/2021,16839.9,AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,NO,NO,,,,,,,,,4502457899,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ALARM SIGNAL SEC SYS,4/08/2021,16830,AUD,Sungod Signs & Designs,27 Coronation Avenue Nambour QLD 4560,NO,NO,,,,,,,,,4502451508,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,10/08/2021,16225,AUD,Comrail Pty Ltd,6 Arvida Street Malaga WA 6090,NO,NO,,,,,,,,,4502452430,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,5/08/2021,16104,AUD,Exide Australia Pty Ltd,293 Camberwell Road Camberwell VIC 3124,NO,NO,,,,,,,,,4502451800,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,16/08/2021,15881.25,AUD,REV Cranes,60 Punari Street Currajong QLD 4812,NO,NO,,,,,,,,,4502453179,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,11/08/2021,15840,AUD,Allroad Surfaces Pty Ltd,81 Dean Road Verrierdale QLD 4562,NO,NO,,,,,,,,,4502452519,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,16/07/2021,15840,AUD,Worksafe Connect Pty Ltd,PO Box 3561 Hermit Park QLD 4812,YES,NO,,,,,,,,,4502444142,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,19/08/2021,15807,AUD,Kalinda IT Pty Ltd,"Level 12, 88 Phillip Street Sydney NSW 2000",NO,NO,,,,,,,,,4502453722,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FUELS LUBES AND OILS,2/08/2021,15741,AUD,Airlube Australasia,268 Camboon Road Malaga WA 6090,NO,NO,,,,,,,,,4502450995,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,12/08/2021,15510,AUD,Water Modelling Solutions,7 O'Connell Terrace Bowen Hills QLD 4006,NO,NO,,,,,,,,,4502452738,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,23/08/2021,15400,AUD,Davidson Executive and Boards Pty L,GPO Box 2572 Brisbane QLD 4001,NO,NO,,,,,,,,,4502454009,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,17/08/2021,15263.35,AUD,Dix Manufacturing Group,20 Richard Street Maryborough QLD 4650,NO,NO,,,,,,,,,4502453415,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,17/08/2021,15263.35,AUD,Dix Manufacturing Group,20 Richard Street Maryborough QLD 4650,NO,NO,,,,,,,,,4502453416,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,17/08/2021,15263.35,AUD,Dix Manufacturing Group,20 Richard Street Maryborough QLD 4650,NO,NO,,,,,,,,,4502453417,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,31/08/2021,15125,AUD,DJ's Body Works,84 Frederick Street Northgate QLD 4013,NO,NO,,,,,,,,,4502460163,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,17/08/2021,15112.9,AUD,GM Poles Pty Ltd,PO Box 202 Carole Park QLD 4300,NO,NO,,,,,,,,,4502453223,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,23/08/2021,15085.29,AUD,Downer EDI Rail,71B Elizabeth Street Wetherill Park NSW 2164,NO,NO,,,,,,,,,4502453971,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,2/08/2021,14957.25,AUD,Radio Industries Australia Pty Ltd,10 Alliance Drive Morisset NSW 2264,NO,NO,,,,,,,,,4502450986,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SOFTWARE MAINTENANCE,3/08/2021,14873.1,AUD,Deputec Pty Ltd,177 Botany Road Waterloo NSW 2017,NO,NO,,,,,,,,,4502451399,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,25/08/2021,14520,AUD,Thom Blake Historian,1 Foch St Ashgrove QLD 4060,NO,NO,,,,,,,,,4502454590,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,10/08/2021,14424.3,AUD,Siemens Mobility Pty Ltd,885 Mountain Highway Bayswater VIC 3153,NO,NO,,,,,,,,,4502452433,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,25/08/2021,14388,AUD,Total Scan and Survey Australia,PO Box 1989 North Gosford NSW 2250,NO,NO,,,,,,,,,4502454474,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,12/08/2021,14366,AUD,Hydratorque Queensland,PO Box 7091 Hemmant QLD 4174,NO,NO,,,,,,,,,4502452860,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,30/08/2021,14137.63,AUD,Diverse Worx,PO Box 3050 South Brisbane QLD 4101,NO,NO,,,,,,,,,4502459856,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,27/08/2021,14091,AUD,T6 Rail Specialists Pty Ltd,13 Pease Street Manoora QLD 4870,NO,NO,,,,,,,,,4502457964,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,2/08/2021,13822.25,AUD,Sealed Performance Batteries Pty Lt,1 Ant Road Yatala QLD 4207,NO,NO,,,,,,,,,4502451072,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,30/08/2021,13790.68,AUD,DLPC Pty Ltd,PO Box 251 Capalaba QLD 4157,NO,NO,,,,,,,,,4502459871,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,11/08/2021,13788.61,AUD,J & P Richardson,114 Campbell Avenue Wacol QLD 4076,NO,NO,,,,,,,,,4502452489,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,30/08/2021,13695,AUD,UES (INTL) Pty Ltd,36 Pritchard Road Virginia QLD 4014,NO,NO,,,,,,,,,4502459854,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,4/08/2021,13629,AUD,Sungod Signs & Designs,27 Coronation Avenue Nambour QLD 4560,NO,NO,,,,,,,,,4502451624,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,12/08/2021,13519,AUD,HI Fraser Pty Ltd,27a Stockdale Road O'Connor WA 6163,NO,NO,,,,,,,,,4502452859,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HAND TOOLS,5/08/2021,13449.46,AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4502451749,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,3/08/2021,13362.18,AUD,Bullivants Pty Ltd,PO Box 374 Acacia Ridge QLD 4110,NO,NO,,,,,,,,,4502451248,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,9/08/2021,13200,AUD,Herron Todd White (Brisbane) Pty Lt,PO Box 6149 Chermside QLD 4032,NO,NO,,,,,,,,,4502452178,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,7/07/2021,13200,AUD,RPC Technologies Pty Limited,24 Powers Road Seven Hills NSW 2147,YES,NO,,,,,,,,,4502442601,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,16/07/2021,13188.18,AUD,The Traffic Design Company Pty Ltd,PO Box 265 Caboolture QLD 4510,YES,NO,,,,,,,,,4502444121,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",9/08/2021,12987.02,AUD,Boral Resources Qld Pty Ltd,Cnr Anzac & Alderley Streets Toowoomba QLD 4350,NO,NO,,,,,,,,,4502452142,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,3/08/2021,12777.6,AUD,HMF Engineering (Qld) Pty Ltd,PO Box 148 Crows Nest QLD 4355,NO,NO,,,,,,,,,4502451181,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,30/08/2021,12700.02,AUD,Machinery Inspection Services,134 Peel Road Ningi QLD 4511,NO,NO,,,,,,,,,4502459906,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,25/08/2021,12672,AUD,Peter Todd Heritage Consultant,30 Llewellyn Street New Farm QLD 4005,NO,NO,,,,,,,,,4502454589,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CIVIL WORKS CONTRACT,19/08/2021,12644.5,AUD,Toowoomba Concrete Sawing,15 Caithness Court Toowoomba QLD 4350,NO,NO,,,,,,,,,4502453750,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PRINTING SERVICES,24/08/2021,12623.82,AUD,Artcraft Pty Ltd,31 Boron Street Sumner Park QLD 4074,NO,NO,,,,,,,,,4502454360,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,4/08/2021,12559.25,AUD,Wide Bay Crane Hire,PO Box 48 Maryborough QLD 4650,NO,NO,,,,,,,,,4502451667,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",COMMUN EQUIPMENT,31/08/2021,12540,AUD,Madison Technologies,61 Metroplex Avenue Murarrie QLD 4172,NO,NO,,,,,,,,,4502460109,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,1/04/2021,12078,AUD,Tec-Mach Pty Ltd,26 Staple Street Seventeen Mile Rocks QLD 4073,YES,NO,,,,,,,,,4502413969,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,10/08/2021,12017.5,AUD,Grazing Pines,337 Pilerwa Road Mungar QLD 4650,NO,NO,,,,,,,,,4502452413,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PIPE TUBE HOSE & FIT,27/08/2021,11957.22,AUD,Spel Environmental Pty Ltd,100 Silverwater Road Silverwater NSW 2128,NO,NO,,,,,,,,,4502458058,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,2/08/2021,11880,AUD,Bellingham & Company,PO Box 1251 Warwick QLD 4370,NO,NO,,,,,,,,,4502451008,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSULTANTS,19/04/2021,11616,AUD,Cardno Qld Pty Ltd,PO Box 359 Hervey Bay QLD 4655,YES,NO,,,,,,,,,4502418267,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,23/08/2021,11550,AUD,Westray Engineering,PO Box 2222 Caringbah NSW 2229,NO,NO,,,,,,,,,4502454051,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,18/08/2021,11440,AUD,H M BENNETT,92 PEACH STREET GREENSLOPES QLD 4120,NO,NO,,,,,,,,,4502453430,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,10/08/2021,11412.5,AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,NO,NO,,,,,,,,,4502452458,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,11/08/2021,11301.58,AUD,Transmarine Asia Pacific Pty Ltd,76-84 Waterway Drive Coomera QLD 4209,NO,NO,,,,,,,,,4502452517,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,26/08/2021,11280,AUD,Schunk Carbon Technology Pty Ltd,44 Jellico Drive Scoresby VIC 3179,NO,NO,,,,,,,,,4502457826,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000", FENCING CONTRACTS,2/08/2021,11220,AUD,Secure Fencing,PO Box 1649 Aitkenvale QLD 4814,NO,NO,,,,,,,,,4502450961,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,17/08/2021,11220,AUD,MacTrans Heavy Haulage Pty Ltd,144 Coulson Street Wacol QLD 4076,NO,NO,,,,,,,,,4502453224,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,2/08/2021,11206.8,AUD,Steelrod Pty Ltd,PO Box 442 Narangba QLD 4504,NO,NO,,,,,,,,,4502451142,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,2/08/2021,11154,AUD,Origin Fencing Pty Ltd,PO Box 7157 Hemmant QLD 4174,NO,NO,,,,,,,,,4502450981,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,2/08/2021,11048.4,AUD,NTT Data Figtree Systems Pty Ltd,15 Castlereagh Street Sydney NSW 2000,NO,NO,,,,,,,,,4502450963,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,10/08/2021,11016.5,AUD,Industrial Hydraulics Pty Ltd,121 Granite Street Geebung QLD 4034,NO,NO,,,,,,,,,4502452452,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",FREIGHT & CARTAGE,5/08/2021,11011.87,AUD,Richmond Freight & Plant Hire Pty L,lot 60 West Crawford Street Richmond QLD 4822,NO,NO,,,,,,,,,4502451892,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",CONSTR BLDING MATLS,2/08/2021,11000,AUD,Holcim (Australia) Pty Ltd,PO Box 1143 Milton QLD 4064,NO,NO,,,,,,,,,4502451046,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HIRE-LEASE PLANT&EQP,30/08/2021,11000,AUD,Hard Rock Quarries Maryborough,PO Box 1217 Yerra QLD 4650,NO,NO,,,,,,,,,4502459918,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,31/08/2021,11000,AUD,Ultimate Australia Transportation,23 Carl Court Hallam VIC 3803,NO,NO,,,,,,,,,4502459963,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,20/01/2021,10998.9,AUD,Progress Rail Services,24 Daisy Street Revesby NSW 2212,YES,NO,,,,,,,,,4502390214,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,11/08/2021,10978,AUD,ESS Earth Sciences,141 Palmer Street Richmond VIC 3121,NO,NO,,,,,,,,,4502452658,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROPERTY,27/08/2021,10972.5,AUD,ACOR Consultants Pty Ltd,PO Box 3635 South Brisbane QLD 4101,NO,NO,,,,,,,,,4502458006,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MISCELLANEOUS,25/08/2021,10832.53,AUD,B & S Hydraulics Pty Ltd,PO Box 176 Virginia QLD 4014,NO,NO,,,,,,,,,4502454611,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,18/08/2021,10817.4,AUD,Global Sands Pty Ltd,PO Box 10 Taigum QLD 4018,NO,NO,,,,,,,,,4502453600,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,23/08/2021,10799.32,AUD,Trade Tools Pty Ltd,466 Newman Road Geebung QLD 4034,NO,NO,,,,,,,,,4502454077,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,13/08/2021,10758,AUD,HMF Engineering (Qld) Pty Ltd,PO Box 148 Crows Nest QLD 4355,NO,NO,,,,,,,,,4502452987,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,31/08/2021,10752.5,AUD,Melvelle Equipment Corp Pty Ltd,10 Rogilla Close Maryland NSW 2287,NO,NO,,,,,,,,,4502459980,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,2/08/2021,10719.5,AUD,Hasemer Material Handling,16 Mavis Street Revesby NSW 2212,NO,NO,,,,,,,,,4502451111,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,5/08/2021,10670,AUD,Vossloh Cogifer Australia Pty Ltd,PO Box 1248 Castlemaine VIC 3450,NO,NO,,,,,,,,,4502451786,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",SERV PLANT & EQUIP,18/08/2021,10560,AUD,Projex Electrix Pty Ltd,Veronica Street Capalaba QLD 4157,NO,NO,,,,,,,,,4502453428,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,4/08/2021,10475.3,AUD,A & S Steel Fabrications Pty Ltd,PO Box 30 Banyo QLD 4014,NO,NO,,,,,,,,,4502451622,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",TRAINING SERVICES,3/08/2021,10362,AUD,Converge International Pty Ltd,255 Bourke Street Melbourne VIC 3000,NO,NO,,,,,,,,,4502451234,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",ELECTRICAL COMPNENTS,27/08/2021,10296,AUD,Haymans Electrical & Data Suppliers,44 McBean Street Yeppoon QLD 4703,NO,NO,,,,,,,,,4502457935,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,28/06/2021,10271.8,AUD,Siemens Mobility Pty Ltd,885 Mountain Highway Bayswater VIC 3153,YES,NO,,,,,,,,,4502440628,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,30/11/2020,10194.24,AUD,Austbreck Pty Ltd,36 Westpool Drive Hallam VIC 3803,YES,NO,,,,,,,,,4502379137,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",MTNCE & REPAIR EQUIP,11/08/2021,10175,AUD,Total Entrance Solutions,PO Box 361 Narangba QLD 4504,NO,NO,,,,,,,,,4502452521,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,11/08/2021,10175,AUD,Galiyarr Technologies Pty Ltd,40 McNeill Road Kallangur QLD 4503,NO,NO,,,,,,,,,4502452586,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",HARDWARE CONSUMABLES,17/08/2021,10172,AUD,Golden Run Rural,56 Goldring Street Richmond QLD 4822,NO,NO,,,,,,,,,4502453320,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LIGHTING & LAMPS,2/08/2021,10126.4,AUD,Haymans Electrical Pty Ltd,593 Boundary Road Archerfield QLD 4108,NO,NO,,,,,,,,,4502451012,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,19/08/2021,10092.5,AUD,Grazing Pines,337 Pilerwa Road Mungar QLD 4650,NO,NO,,,,,,,,,4502453762,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","ORES, MINERALS",1/06/2021,10022.5,AUD,Karreman Quarries,632 West Mt Cotton Road Mt Cotton QLD 4165,YES,NO,,,,,,,,,4502432365,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,26/08/2021,10022.3,AUD,J Blackwood & Son Ltd,PO Box 277 Maryborough QLD 4650,NO,NO,,,,,,,,,4502457732,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,20/07/2021,10008.88,AUD,Siemens Mobility Pty Ltd,885 Mountain Highway Bayswater VIC 3153,YES,NO,,,,,,,,,4502444562,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,31/10/2017,22800000,AUD,Track Protection Services Pty Ltd,PO Box 421 Mapleton QLD 4560,YES,NO,OPEN,,Member of Panel,Unlimited,"Experience & Capability - 12.5%
Mobilisation and Recruitment - 25%
Service Methodology, Training & Accreditation - 20%
Key Personnel - 32.5%
Quality Management - 5%
Safety Management - 5%",Supply of Network Protection Officer Services,,,CW2260103,,CW2260305,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",RAILWAY EQUIPMENT,1/09/2021,20944042.85,AUD,Progress Rail Services,24 Daisy Street Revesby NSW 2212,NO,NO,CLOSED,,Stand-alone Agreement,1,"Value for Money Evaluation
Value for money will be evaluated by Procurement and assessed as follows:
Acceptable - Offer represents value for money.
Unacceptable - Offer does not represent value for money.
The value for money evaluation method that will be used for this procurement activity includes the following:
•	Supplier’s capability and capacity to complete the overhauls based on the scope of works approved by Queensland Rail 
•	Pricing is within budget
•	Timeframes for the overhaul of locomotives
Each rating has to be “Acceptable”. This may be achieved through clarifications, negotiations, etc.",Diesel Locomotive Overhauls,"1. Re-power of Locomotive 2413 (Parent Unit) to Locomotive 2901 as per the Scope of Works 
2. Re-power of Locomotive 2152 (Parent Unit) to Locomotive 2902 as per the Scope of Works 
3. Re-power of Locomotive 2195 (Parent Unit) to Locomotive 2903 as per the Scope of Works 
4. Re-power of Locomotive 2163 (Parent Unit) to Locomotive 2904 as per the Scope of Works 
5. Re-power of Locomotive 2473 (Parent Unit) to Locomotive 2905 as per the Scope of Works",The performance is measured against the Date for Practical Completion for each Separable Portion.,CW2295345,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,18/07/2018,9700000,AUD,Liftronic Pty Limited,153 Beauchamp Road Matraville NSW 2036,YES,NO,OPEN,,,,,,,,CW2259174,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","COURIER, MAIL & FREIGHT SERVICES",20/08/2021,8500000,AUD,RJ Willey Transport Pty Ltd,PO Box 406 Deeragun QLD 4818,NO,NO,OPEN,,,,,,,,CW2295716,,CW2295689,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",LABOUR CONTRACTORS,31/10/2017,7900000,AUD,JWB Construction Pty Ltd,26 BLUE EAGLE DRIVE MEADOWBROOK QLD 4131,YES,NO,OPEN,,,,,,,,CW2260092,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000","BRAKES, PNEUMATICS, COUPLERS, HVAC, DOORS, BODY/FITTINGS",24/08/2017,7170000,AUD,Knorr-Bremse Australia Pty Ltd,16 Machinery Street Darra QLD 4076,YES,NO,CLOSED,,,,,,,,CW2289843,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,26/02/2019,5912500,AUD,JMD Railtech Engineering Pty Ltd,"Level 3, 263 Clarence Street Sydney NSW 2000",YES,NO,OPEN,,,,,,,,CW2269813,,,,,
Queensland Rail,"Floor 14. RC1 305 Edward Street, Brisbane, Qld, 4000",PROFESSIONAL SERVICE,5/10/2016,4210880,AUD,Integra Rail Pty Ltd,74 Lancaster Avenue Melrose Park NSW 2114,YES,NO,CLOSED,,,,,,,,CW2249503,,,,,
